track,dataset,n_cases,AC@1,AC@3,AC@5,Avg@5,MRR,full_ranking_integrity,rank_metric_sufficient,identical_to_v1,evidence_class,confirmatory
PER-DATASET-OPT,re2ob,90,0.8555555555555555,0.9777777777777777,0.9888888888888889,0.9511111111111109,0.9157407407407407,FULL_RANKING_INTEGRITY_NOT_AUDITABLE,RANK_METRIC_SUFFICIENT_PASS,false,DEVELOPMENT,false
PER-DATASET-OPT,re2tt,90,0.7888888888888889,0.8555555555555555,0.9,0.8577777777777776,0.8392494433670905,FULL_RANKING_INTEGRITY_NOT_AUDITABLE,RANK_METRIC_SUFFICIENT_PASS,false,DEVELOPMENT,false
