dataset,overall,n_cases,AC@1,AC@3,AC@5,Avg@5,MRR,evidence_class,confirmatory,reconstruction_status
re2ob,overall,90,0.8777777777777778,0.9888888888888889,0.9888888888888889,0.9622222222222222,0.9314814814814816,CANONICAL,true,MATCHES_FROZEN_CANONICAL_WITHIN_1E-12
re2tt,overall,90,0.7111111111111111,0.8666666666666667,0.9333333333333333,0.851111111111111,0.8034718881941106,CANONICAL,true,MATCHES_FROZEN_CANONICAL_WITHIN_1E-12
