dataset,scope,statistic,value,evidence_class,confirmatory,interpretation
re2tt,folds,folds.2.classes_seen_test,"[""ts-admin-basic-info-service"",""ts-admin-order-service"",""ts-admin-route-service"",""ts-admin-travel-service"",""ts-admin-user-service"",""ts-assurance-mongo"",""ts-assurance-service"",""ts-auth-mongo"",""ts-auth-service"",""ts-avatar-service"",""ts-basic-service"",""ts-cancel-service"",""ts-config-mongo"",""ts-config-service"",""ts-consign-mongo"",""ts-consign-price-mongo"",""ts-consign-price-service"",""ts-consign-service"",""ts-contacts-mongo"",""ts-contacts-service"",""ts-execute-service"",""ts-food-map-mongo"",""ts-food-map-service"",""ts-food-mongo"",""ts-food-mysql"",""ts-food-service"",""ts-inside-payment-mongo"",""ts-inside-payment-service"",""ts-news-service"",""ts-notification-mongo"",""ts-notification-service"",""ts-order-mongo"",""ts-order-other-mongo"",""ts-order-other-service"",""ts-order-service"",""ts-payment-mongo"",""ts-payment-service"",""ts-preserve-mongo"",""ts-preserve-other-mongo"",""ts-preserve-other-service"",""ts-preserve-service"",""ts-price-mongo"",""ts-price-service"",""ts-rebook-service"",""ts-route-mongo"",""ts-route-plan-service"",""ts-route-service"",""ts-seat-service"",""ts-security-mongo"",""ts-security-service"",""ts-station-mongo"",""ts-station-service"",""ts-ticket-office-mongo"",""ts-ticket-office-service"",""ts-ticketinfo-service"",""ts-train-mongo"",""ts-train-service"",""ts-travel-mongo"",""ts-travel-plan-service"",""ts-travel-service"",""ts-travel2-mongo"",""ts-travel2-service"",""ts-ui-dashboard"",""ts-user-mongo"",""ts-user-service"",""ts-verification-code-service"",""ts-voucher-mysql"",""ts-voucher-service""]",DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.classes_seen_train,"[""ts-admin-basic-info-service"",""ts-admin-order-service"",""ts-admin-route-service"",""ts-admin-travel-service"",""ts-admin-user-service"",""ts-assurance-mongo"",""ts-assurance-service"",""ts-auth-mongo"",""ts-auth-service"",""ts-avatar-service"",""ts-basic-service"",""ts-cancel-service"",""ts-config-mongo"",""ts-config-service"",""ts-consign-mongo"",""ts-consign-price-mongo"",""ts-consign-price-service"",""ts-consign-service"",""ts-contacts-mongo"",""ts-contacts-service"",""ts-execute-service"",""ts-food-map-mongo"",""ts-food-map-service"",""ts-food-mongo"",""ts-food-mysql"",""ts-food-service"",""ts-inside-payment-mongo"",""ts-inside-payment-service"",""ts-news-service"",""ts-notification-mongo"",""ts-notification-service"",""ts-order-mongo"",""ts-order-other-mongo"",""ts-order-other-service"",""ts-order-service"",""ts-payment-mongo"",""ts-payment-service"",""ts-preserve-mongo"",""ts-preserve-other-mongo"",""ts-preserve-other-service"",""ts-preserve-service"",""ts-price-mongo"",""ts-price-service"",""ts-rebook-service"",""ts-route-mongo"",""ts-route-plan-service"",""ts-route-service"",""ts-seat-service"",""ts-security-mongo"",""ts-security-service"",""ts-station-mongo"",""ts-station-service"",""ts-ticket-office-mongo"",""ts-ticket-office-service"",""ts-ticketinfo-service"",""ts-train-mongo"",""ts-train-service"",""ts-travel-mongo"",""ts-travel-plan-service"",""ts-travel-service"",""ts-travel2-mongo"",""ts-travel2-service"",""ts-ui-dashboard"",""ts-user-mongo"",""ts-user-service"",""ts-verification-code-service"",""ts-voucher-mysql"",""ts-voucher-service""]",DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.macro_f1,0.11420437186652557,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.test_event_count,30,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.test_rows,2040,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.top1_accuracy,0.13480392156862744,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.train_event_count,60,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,folds,folds.2.train_rows,4080,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,input,input,exact frozen S2 16D representation,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,macro_f1,macro_f1,0.11349442809419644,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.C,1.0,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.class,sklearn.linear_model.LogisticRegression,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.class_weight,,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.fit_intercept,true,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.max_iter,5000,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.penalty,l2,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.sklearn_version,1.2.1,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.solver,lbfgs,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,model,model.train_only_scaler,true,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,number_of_classes,number_of_classes,68,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,top1_accuracy,top1_accuracy,0.13218954248366013,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
re2tt,uniform_reference_accuracy,uniform_reference_accuracy,0.014705882352941176,DIAGNOSTIC,false,SERVICE_IDENTITY_DIAGNOSTIC; not an RCA baseline
